CustomerID,Age,Gender,Country,Income,ProductQuality,ServiceQuality,PurchaseFrequency,FeedbackScore,LoyaltyLevel,SatisfactionScore
35719,55,Female,Canada,95494,5,7,3,High,Gold,100.0
35720,37,Male,Canada,96718,5,2,4,Low,Bronze,94.21
35721,66,Female,UK,44128,1,1,9,Medium,Bronze,43.98
35722,35,Female,USA,57109,4,9,10,High,Gold,99.69
35723,41,Male,Canada,81936,7,8,20,Low,Gold,100.0
35724,50,Female,UK,110278,10,3,11,High,Gold,100.0
35725,62,Female,Canada,34590,6,10,8,High,Bronze,100.0
35726,43,Female,USA,115527,4,2,10,Low,Bronze,83.64
35727,36,Male,Germany,73829,1,2,6,Medium,Gold,27.67
35728,65,Female,UK,60288,5,1,17,Low,Gold,63.99
35729,59,Male,Canada,73847,9,1,16,High,Bronze,83.01
35730,30,Male,USA,93548,9,3,1,Medium,Silver,76.2
35731,27,Female,Canada,34472,6,9,13,High,Bronze,71.96
35732,31,Female,USA,74046,1,8,15,Medium,Silver,67.01
35733,26,Female,USA,105471,6,2,4,High,Bronze,78.51
35734,28,Female,USA,61962,8,4,18,Medium,Silver,72.65
35735,20,Female,USA,39557,5,10,6,High,Silver,91.99
35736,57,Female,UK,49204,8,6,16,High,Silver,100.0
35737,29,Male,Germany,118229,8,5,18,High,Silver,100.0
35738,52,Female,UK,91340,3,7,4,Low,Silver,87.15
35739,56,Female,Canada,112629,10,4,4,Low,Silver,100.0
35740,63,Male,UK,107337,3,3,17,High,Gold,68.5
35741,56,Female,UK,85143,1,1,9,High,Gold,52.34
35742,49,Male,Canada,44919,2,6,14,High,Gold,82.64
35743,56,Male,Germany,43472,7,8,12,High,Bronze,100.0
35744,31,Male,UK,113939,7,7,17,Medium,Gold,100.0
35745,61,Female,USA,49967,10,1,12,Medium,Silver,76.45
35746,18,Male,UK,89951,7,2,9,High,Silver,94.25
35747,44,Female,Canada,38407,10,6,4,High,Silver,100.0
35748,54,Male,Germany,92067,8,4,4,High,Bronze,93.77
35749,60,Male,UK,95687,1,1,12,High,Gold,66.48
35750,18,Male,UK,106370,9,7,5,Low,Silver,100.0
35751,62,Female,Canada,32466,2,5,11,High,Bronze,73.3
35752,46,Female,France,119750,8,9,17,Low,Silver,100.0
35753,41,Male,France,56101,6,3,20,Medium,Silver,98.24
35754,34,Female,UK,110479,8,6,20,Medium,Gold,100.0
35755,52,Male,USA,34142,8,3,2,High,Silver,78.6
35756,48,Male,UK,61217,5,10,4,Low,Silver,92.11
35757,59,Female,France,110509,7,9,14,Low,Bronze,100.0
35758,49,Male,UK,92608,1,6,1,Medium,Bronze,86.16
35759,36,Male,USA,95216,10,1,17,Medium,Gold,100.0
35760,48,Female,Germany,83367,9,10,14,Low,Gold,100.0
35761,56,Male,UK,63138,4,10,9,Medium,Silver,92.43
35762,37,Male,Canada,100056,7,9,2,Low,Gold,100.0
35763,45,Female,USA,31846,8,8,12,High,Gold,100.0
35764,20,Male,UK,117977,2,7,10,Low,Silver,79.19
35765,49,Male,France,82774,5,9,20,Low,Gold,100.0
35766,39,Female,UK,76505,9,2,20,Low,Silver,89.11
35767,61,Male,France,68633,2,3,8,High,Silver,56.96
35768,59,Female,Canada,106048,3,4,19,Medium,Gold,100.0
35769,61,Female,Germany,44736,9,4,5,Medium,Bronze,93.8
35770,32,Female,France,81318,2,2,17,High,Bronze,48.45
35771,55,Female,UK,78539,2,5,14,Low,Gold,81.18
35772,36,Male,Canada,63048,10,5,20,Medium,Silver,100.0
35773,48,Female,USA,69334,5,2,10,Medium,Gold,60.05
35774,43,Male,UK,56603,8,9,7,Low,Bronze,100.0
35775,22,Male,USA,103054,6,10,19,Medium,Silver,100.0
35776,37,Female,France,51863,1,10,19,High,Bronze,96.49
35777,19,Female,Canada,51870,3,1,16,Low,Bronze,31.81
35778,38,Female,Germany,85274,10,3,10,High,Gold,88.24
35779,68,Male,UK,93691,1,6,8,Medium,Gold,74.13
35780,68,Male,Canada,112982,5,2,4,Low,Gold,95.84
35781,53,Male,Canada,40190,4,2,20,Low,Silver,68.99
35782,45,Female,Germany,100625,1,6,10,High,Gold,73.75
35783,37,Male,France,33085,1,4,16,Low,Bronze,52.81
35784,54,Female,Germany,113266,9,2,14,Low,Bronze,95.85
35785,56,Female,Germany,93796,7,4,10,High,Bronze,100.0
35786,53,Male,Germany,100173,2,5,12,Medium,Silver,80.69
35787,28,Female,USA,37234,1,10,6,Medium,Bronze,75.62
35788,20,Male,UK,72364,7,2,19,Low,Silver,79.02
35789,54,Male,Germany,32500,5,7,15,Medium,Silver,99.17
35790,37,Male,UK,47920,9,5,13,Medium,Bronze,100.0
35791,49,Male,Germany,82858,5,7,12,Medium,Gold,100.0
35792,64,Female,France,81541,9,1,17,Low,Bronze,98.86
35793,42,Male,France,34478,9,8,7,Low,Silver,100.0
35794,38,Female,Germany,35027,3,8,19,High,Silver,81.34
35795,67,Male,Canada,92648,2,1,7,High,Silver,66.44
35796,33,Male,UK,77741,5,8,14,High,Silver,100.0
35797,65,Female,France,64603,10,7,3,Low,Bronze,100.0
35798,59,Male,USA,106747,3,2,13,High,Bronze,100.0
35799,18,Male,Canada,70420,9,10,1,High,Bronze,100.0
35800,40,Male,France,36626,5,4,7,High,Silver,72.83
35801,60,Female,Canada,89271,10,2,4,High,Bronze,100.0
35802,66,Male,UK,97127,5,2,5,Medium,Gold,90.76
35803,41,Male,Canada,68288,6,3,13,Low,Bronze,67.42
35804,64,Male,USA,100199,4,10,11,Medium,Bronze,100.0
35805,42,Female,Canada,54394,1,7,13,High,Silver,82.08
35806,24,Female,France,76808,3,9,4,High,Bronze,82.67
35807,55,Female,USA,57887,4,2,8,Medium,Silver,66.33
35808,64,Female,UK,43620,3,7,8,High,Gold,82.5
35809,64,Male,France,43268,10,4,7,Medium,Gold,83.25
35810,56,Female,UK,51401,8,8,3,High,Silver,100.0
35811,52,Female,Germany,30311,7,7,18,High,Bronze,100.0
35812,31,Female,France,84367,4,4,20,Low,Gold,90.01
35813,26,Female,Canada,106624,3,6,8,Low,Silver,76.23
35814,20,Male,UK,64417,5,3,13,High,Silver,73.93
35815,55,Male,Canada,58920,7,1,20,Medium,Bronze,85.24
35816,37,Female,USA,74383,5,2,4,Low,Gold,77.38
35817,58,Female,UK,75257,8,8,14,Medium,Bronze,100.0
35818,50,Female,UK,37941,1,10,7,Low,Gold,87.38
35819,58,Female,USA,94712,3,3,2,Low,Bronze,61.48
35820,61,Male,USA,114582,10,6,13,Medium,Gold,100.0
35821,49,Male,USA,67388,1,10,2,Medium,Bronze,80.88
35822,53,Female,USA,48936,9,9,15,Low,Silver,100.0
35823,43,Female,Germany,37246,2,10,15,Low,Gold,93.3
35824,65,Female,UK,86283,5,8,6,Low,Silver,100.0
35825,22,Female,Germany,45734,3,7,17,Medium,Gold,80.34
35826,66,Female,Germany,72944,7,8,9,Low,Bronze,95.75
35827,47,Female,Canada,47608,3,1,9,High,Silver,57.36
35828,34,Female,UK,111341,5,9,7,Low,Silver,99.58
35829,23,Male,UK,91849,2,3,12,Low,Silver,60.27
35830,32,Male,UK,72904,2,3,11,Low,Gold,45.63
35831,18,Male,UK,61177,9,10,11,Low,Gold,100.0
35832,30,Female,USA,45775,3,7,9,Medium,Bronze,76.36
35833,65,Male,France,93201,7,6,20,Low,Silver,100.0
35834,51,Female,Canada,72472,9,7,18,High,Bronze,100.0
35835,47,Female,Canada,91614,4,4,14,Medium,Gold,85.69
35836,36,Female,USA,90204,2,2,18,High,Gold,53.46
35837,19,Male,Germany,43500,3,2,9,Low,Bronze,39.68
35838,61,Male,France,89718,8,10,9,High,Gold,100.0
35839,29,Female,Canada,68454,10,8,8,High,Bronze,100.0
35840,57,Male,Germany,56272,1,6,2,Medium,Gold,71.45
35841,61,Male,UK,37140,7,3,19,High,Silver,92.18
35842,41,Male,France,40916,8,5,9,High,Gold,100.0
35843,28,Male,France,119558,1,4,7,Medium,Silver,79.06
35844,19,Female,UK,61422,9,8,6,Low,Silver,100.0
35845,18,Female,Canada,92550,1,6,9,Low,Gold,56.01
35846,45,Male,France,75843,4,9,3,High,Bronze,100.0
35847,21,Male,USA,44224,10,6,2,Medium,Bronze,99.09
35848,58,Male,USA,67392,3,3,12,Medium,Gold,77.31
35849,47,Female,USA,35301,7,10,19,High,Bronze,100.0
35850,24,Male,France,115632,3,5,13,Medium,Bronze,86.9
35851,39,Female,Canada,87820,6,4,13,High,Gold,84.35
35852,43,Male,Germany,69321,7,8,5,Medium,Gold,100.0
35853,46,Male,Canada,41692,10,10,12,Low,Silver,100.0
35854,42,Female,Germany,58642,8,2,12,Low,Silver,81.98
35855,27,Female,France,35132,8,3,11,Low,Gold,64.68
35856,37,Female,UK,89302,10,2,12,Low,Gold,77.22
35857,31,Female,Germany,57928,2,1,8,Medium,Bronze,36.99
35858,50,Male,Germany,52897,2,10,19,Medium,Silver,87.53
35859,22,Female,Canada,100692,8,8,14,Low,Bronze,100.0
35860,62,Female,France,69861,9,5,19,High,Bronze,100.0
35861,23,Female,Canada,82543,5,3,10,Low,Gold,66.47
35862,39,Male,France,35695,3,4,3,Low,Gold,36.58
35863,34,Female,Germany,112202,7,4,11,Medium,Gold,98.68
35864,32,Male,UK,78717,3,8,14,High,Gold,84.86
35865,56,Male,France,118757,4,3,17,High,Silver,84.53
35866,57,Female,Germany,51882,6,3,5,High,Gold,74.96
35867,45,Male,UK,37066,10,9,17,High,Silver,100.0
35868,19,Female,Canada,43781,10,2,14,Medium,Gold,62.16
35869,35,Male,Canada,49555,9,2,11,Medium,Silver,69.64
35870,44,Male,France,88630,10,4,14,High,Silver,100.0
35871,38,Female,France,117468,9,1,15,Low,Gold,94.49
35872,40,Female,France,81653,7,6,18,Medium,Silver,92.18
35873,24,Male,Canada,69582,9,7,16,Low,Silver,100.0
35874,69,Female,France,112384,1,4,1,High,Bronze,61.26
35875,65,Female,Germany,106230,9,9,16,Medium,Bronze,100.0
35876,36,Male,USA,77884,2,3,2,High,Bronze,56.13
35877,26,Male,USA,62533,9,1,15,Low,Bronze,81.09
35878,29,Male,France,66878,10,8,8,Low,Gold,100.0
35879,63,Female,Germany,89306,7,8,16,Low,Bronze,100.0
35880,47,Male,Germany,114081,9,9,9,Low,Gold,100.0
35881,24,Female,Germany,82682,1,8,18,High,Bronze,87.31
35882,19,Male,UK,119172,5,9,10,Low,Silver,100.0
35883,34,Female,Germany,97712,3,9,6,Medium,Gold,76.04
35884,28,Female,Canada,72794,6,4,4,High,Gold,73.35
35885,67,Male,Canada,34566,7,9,5,Low,Bronze,92.6
35886,29,Male,Germany,107886,6,7,15,Medium,Silver,100.0
35887,20,Female,USA,55372,7,5,10,Low,Bronze,84.58
35888,38,Male,UK,83885,6,10,17,Medium,Bronze,100.0
35889,31,Male,Canada,79499,5,2,7,High,Silver,65.08
35890,32,Female,Canada,60374,10,1,20,Medium,Gold,95.2
35891,68,Female,Canada,84279,1,4,18,High,Bronze,66.57
35892,59,Male,UK,52050,6,9,20,Medium,Bronze,100.0
35893,58,Male,Germany,88091,3,8,12,High,Silver,99.72
35894,27,Male,UK,106976,2,6,6,High,Silver,79.4
35895,69,Male,Germany,66758,3,6,9,High,Bronze,85.59
35896,53,Male,France,87553,1,6,10,High,Bronze,86.72
35897,68,Female,Canada,53935,5,8,3,High,Gold,86.82
35898,27,Male,USA,46850,1,2,3,High,Gold,56.37
35899,34,Female,UK,42271,5,1,9,High,Bronze,49.98
35900,61,Male,UK,82944,5,8,13,Low,Bronze,100.0
35901,42,Male,Canada,108822,7,5,3,Low,Silver,100.0
35902,44,Male,Canada,108170,9,4,12,Medium,Silver,100.0
35903,50,Female,USA,76673,5,7,14,Medium,Bronze,100.0
35904,28,Male,USA,114608,1,10,18,Medium,Gold,100.0
35905,30,Female,Canada,116000,9,1,7,Medium,Bronze,83.94
35906,18,Female,Germany,31619,7,1,12,High,Gold,53.34
35907,48,Male,Canada,34263,2,6,13,High,Gold,63.79
35908,50,Male,USA,42188,6,10,20,Low,Gold,100.0
35909,38,Male,Canada,93651,7,10,20,Low,Silver,100.0
35910,33,Male,USA,97480,7,2,1,Medium,Bronze,72.45
35911,56,Female,France,52522,1,8,12,Medium,Silver,77.36
35912,40,Female,Germany,48299,10,7,13,High,Silver,99.23
35913,27,Male,USA,48892,4,10,15,Low,Gold,87.88
35914,65,Female,UK,63360,6,4,1,Low,Bronze,79.21
35915,50,Male,UK,99625,10,6,8,High,Silver,100.0
35916,39,Female,Germany,73467,5,3,6,Medium,Gold,86.19
35917,58,Male,Germany,73543,10,6,14,Low,Bronze,100.0
35918,23,Male,UK,117043,6,8,11,Medium,Silver,95.64
35919,64,Female,France,89294,8,4,6,High,Silver,100.0
35920,53,Female,France,95424,10,10,19,Medium,Silver,100.0
35921,64,Female,USA,55530,3,9,18,Low,Silver,99.02
35922,27,Male,Germany,40430,2,5,7,High,Gold,61.12
35923,33,Female,UK,62135,6,10,19,High,Bronze,100.0
35924,30,Male,Germany,119337,7,9,17,Low,Bronze,100.0
35925,68,Male,UK,31418,10,10,17,High,Gold,100.0
35926,37,Male,UK,85257,9,4,3,High,Bronze,85.57
35927,21,Male,USA,108745,8,3,15,High,Silver,95.01
35928,37,Female,Germany,116941,10,10,1,High,Silver,100.0
35929,39,Male,France,95213,9,3,2,High,Bronze,89.45
35930,46,Male,Germany,68384,6,4,18,High,Bronze,100.0
35931,33,Male,UK,39865,4,6,15,Low,Gold,79.86
35932,60,Female,France,109322,9,4,4,Medium,Silver,100.0
35933,64,Female,UK,35081,1,9,3,High,Bronze,91.9
35934,60,Female,Germany,80883,2,9,1,Low,Gold,100.0
35935,40,Male,UK,99124,2,10,4,Low,Bronze,99.4
35936,47,Female,Canada,37012,8,9,1,High,Gold,100.0
35937,47,Female,France,84389,5,7,3,High,Gold,100.0
35938,60,Male,USA,49471,1,5,8,Medium,Gold,74.97
35939,20,Male,Canada,114300,9,2,6,Medium,Bronze,100.0
35940,41,Female,UK,59441,7,7,9,Medium,Gold,100.0
35941,66,Female,Germany,67649,9,10,17,High,Bronze,100.0
35942,54,Male,UK,117002,3,7,16,Medium,Gold,100.0
35943,30,Female,USA,46676,2,2,11,Medium,Gold,49.66
35944,59,Male,Germany,58388,6,7,16,Medium,Gold,99.77
35945,49,Male,France,96205,1,7,12,High,Silver,89.07
35946,54,Male,France,35686,6,2,13,Medium,Bronze,56.45
35947,29,Male,UK,34881,6,5,5,Low,Silver,82.44
35948,25,Female,Canada,89499,4,1,2,High,Silver,75.61
35949,41,Male,Germany,34901,2,8,3,Medium,Bronze,75.17
35950,61,Male,Canada,80188,3,9,17,Low,Silver,100.0
35951,33,Female,UK,115975,5,10,17,Low,Silver,100.0
35952,49,Female,Germany,53577,4,2,2,Low,Bronze,47.22
35953,51,Female,France,52582,5,9,3,High,Gold,77.93
35954,52,Male,France,43567,7,1,1,Medium,Silver,52.07
35955,49,Male,UK,83238,3,9,12,Low,Bronze,97.94
35956,67,Male,Germany,71279,4,6,15,High,Silver,83.2
35957,34,Female,UK,60559,5,9,15,Low,Silver,100.0
35958,19,Female,France,98056,2,10,13,Low,Gold,98.78
35959,43,Male,USA,99239,2,8,6,High,Bronze,87.3
35960,61,Male,Canada,39246,10,5,16,Low,Bronze,100.0
35961,34,Male,UK,118786,7,4,14,Medium,Bronze,100.0
35962,55,Female,USA,79293,4,9,4,High,Bronze,100.0
35963,66,Female,France,79367,4,7,6,Medium,Bronze,84.36
35964,19,Male,UK,40061,5,2,20,Low,Gold,38.27
35965,25,Female,France,54335,8,7,18,Low,Bronze,99.79
35966,63,Female,France,96526,8,6,17,Low,Gold,100.0
35967,23,Female,UK,102981,3,2,18,Low,Bronze,68.18
35968,26,Female,USA,56801,6,7,17,Medium,Gold,90.01
35969,18,Male,UK,76178,2,6,14,Medium,Gold,74.78
35970,22,Male,France,56512,6,2,1,Medium,Gold,54.95
35971,56,Female,Germany,54742,6,8,13,Low,Bronze,95.43
35972,26,Female,France,99079,5,3,19,Low,Silver,82.35
35973,31,Male,UK,42969,9,2,7,High,Silver,70.08
35974,44,Female,USA,63753,2,1,17,Medium,Gold,58.78
35975,26,Female,France,44271,2,6,11,Medium,Silver,75.45
35976,53,Male,USA,101560,1,8,5,Low,Silver,93.34
35977,46,Female,USA,87185,9,5,3,Low,Gold,100.0
35978,37,Male,Canada,119572,1,2,7,Medium,Bronze,62.11
35979,32,Female,USA,93623,9,1,1,High,Silver,86.0
35980,53,Female,France,68439,1,9,4,Medium,Silver,79.9
35981,20,Female,France,58558,5,2,17,Low,Gold,53.5
35982,40,Female,UK,77065,4,8,13,Medium,Gold,100.0
35983,63,Female,UK,112648,3,2,4,Low,Silver,93.07
35984,26,Female,USA,118145,8,1,11,Medium,Bronze,96.48
35985,47,Female,Germany,59579,5,8,3,Low,Silver,79.79
35986,36,Female,France,64703,7,7,16,Low,Silver,100.0
35987,55,Male,USA,106827,6,3,13,Medium,Bronze,91.46
35988,20,Male,UK,32971,9,2,9,High,Bronze,87.86
35989,67,Male,France,108231,6,4,12,Low,Gold,100.0
35990,65,Male,Canada,61362,8,9,2,Medium,Bronze,100.0
35991,20,Female,UK,38657,10,4,9,Medium,Bronze,87.87
35992,51,Male,Canada,50313,6,7,8,Medium,Bronze,87.6
35993,19,Male,France,102497,2,10,3,Medium,Silver,90.81
35994,44,Female,Germany,55532,9,2,16,High,Gold,89.23
35995,40,Female,USA,69554,7,7,6,High,Silver,78.54
35996,59,Female,USA,33942,7,9,3,High,Bronze,100.0
35997,49,Female,Germany,78028,10,4,5,Low,Gold,100.0
35998,64,Female,USA,40842,9,5,7,High,Gold,100.0
35999,52,Male,USA,49244,5,5,13,Medium,Gold,90.05
36000,57,Female,Canada,88587,6,5,7,Medium,Gold,100.0
36001,35,Female,USA,88775,3,2,1,Low,Silver,43.33
36002,44,Female,Canada,49795,7,6,7,High,Bronze,94.23
36003,28,Male,USA,113873,6,8,14,Low,Gold,100.0
36004,56,Female,USA,61322,8,5,7,Low,Silver,95.21
36005,36,Female,UK,102783,9,7,16,Medium,Gold,100.0
36006,42,Male,Germany,35780,2,4,6,Medium,Gold,53.97
36007,24,Male,UK,71996,9,2,2,High,Gold,91.65
36008,48,Female,USA,52204,8,7,1,High,Gold,100.0
36009,19,Male,Canada,53017,8,7,5,Medium,Bronze,93.4
36010,55,Male,USA,111948,2,1,7,High,Bronze,63.72
36011,22,Female,France,70632,8,10,2,Low,Gold,100.0
36012,31,Male,France,72795,8,7,3,High,Gold,95.54
36013,35,Male,France,102202,8,8,10,Medium,Silver,100.0
36014,53,Female,France,109114,3,4,15,High,Silver,82.47
36015,21,Male,USA,56651,1,5,15,Low,Bronze,72.79
36016,41,Male,France,100480,10,4,5,Medium,Gold,100.0
36017,30,Female,Germany,71792,9,8,16,Medium,Silver,100.0
36018,38,Female,USA,116265,10,3,1,Low,Silver,100.0
36019,50,Male,UK,50203,7,9,12,High,Bronze,100.0
36020,37,Male,USA,98947,8,3,4,Low,Bronze,99.51
36021,22,Male,Canada,107882,8,7,16,Low,Silver,100.0
36022,41,Male,Germany,33441,9,2,3,Low,Silver,83.25
36023,52,Male,USA,54115,10,10,1,High,Gold,100.0
36024,47,Female,UK,93546,3,3,2,Low,Gold,81.13
36025,45,Male,Canada,113213,1,4,1,Low,Bronze,66.66
36026,68,Male,Canada,112978,2,2,8,Medium,Silver,65.48
36027,62,Female,UK,96050,8,9,13,Medium,Bronze,100.0
36028,24,Female,UK,35823,10,5,9,Medium,Gold,100.0
36029,59,Male,UK,86158,2,7,18,Medium,Gold,100.0
36030,52,Male,UK,105248,8,6,4,Low,Gold,100.0
36031,47,Female,France,85519,5,8,10,High,Silver,100.0
36032,51,Male,Germany,111858,1,1,19,Low,Silver,55.24
36033,56,Female,UK,59528,5,6,7,Medium,Gold,96.72
36034,26,Female,France,75661,9,6,7,High,Bronze,99.65
36035,29,Female,USA,115008,9,6,2,Medium,Bronze,100.0
36036,46,Female,Canada,90564,5,6,8,Medium,Bronze,97.27
36037,27,Male,USA,57535,3,8,9,High,Silver,72.56
36038,44,Female,USA,53593,9,6,4,Medium,Gold,100.0
36039,36,Male,France,35206,9,5,13,Medium,Bronze,100.0
36040,30,Female,France,79884,2,10,13,High,Silver,100.0
36041,59,Male,UK,116406,8,5,20,Low,Bronze,100.0
36042,54,Male,UK,81587,8,5,12,Medium,Bronze,90.61
36043,49,Female,France,72556,10,2,9,High,Gold,89.17
36044,32,Male,Germany,103925,7,10,6,Low,Bronze,100.0
36045,38,Male,UK,86832,5,5,6,Medium,Bronze,88.01
36046,20,Male,USA,94354,6,1,6,Medium,Gold,72.57
36047,25,Female,UK,63566,7,9,4,High,Gold,100.0
36048,23,Male,UK,96504,4,5,18,Medium,Bronze,86.22
36049,46,Male,Germany,52362,3,9,7,Low,Bronze,94.32
36050,36,Female,France,77228,8,1,13,Medium,Silver,83.05
36051,34,Female,Germany,83534,1,10,11,Medium,Silver,94.17
36052,27,Male,UK,61652,6,10,17,Low,Gold,86.28
36053,50,Female,Germany,72970,3,2,18,Medium,Gold,75.8
36054,30,Female,UK,114853,5,1,8,Medium,Bronze,79.55
36055,44,Female,Germany,84541,5,3,18,High,Silver,84.66
36056,59,Male,Canada,33543,6,9,2,Medium,Bronze,100.0
36057,29,Female,Canada,50290,3,5,7,High,Silver,69.4
36058,19,Female,UK,93271,3,8,11,High,Silver,79.45
36059,27,Female,Germany,57414,9,2,11,High,Silver,88.07
36060,38,Male,UK,85198,5,10,11,Low,Silver,100.0
36061,40,Female,Germany,71521,6,6,4,Low,Bronze,83.81
36062,18,Male,France,71662,4,1,15,High,Bronze,79.15
36063,50,Female,Germany,102890,7,8,11,High,Silver,100.0
36064,69,Male,Germany,45263,1,2,20,Low,Silver,69.63
36065,43,Female,UK,40501,5,8,12,Low,Silver,85.3
36066,32,Female,Germany,63823,6,5,16,Medium,Silver,83.28
36067,39,Male,UK,41399,7,3,8,Low,Silver,65.66
36068,42,Male,UK,81106,5,1,3,High,Bronze,58.12
36069,18,Female,USA,38014,8,8,5,High,Gold,96.22
36070,43,Female,UK,72971,5,9,8,Low,Gold,100.0
36071,38,Female,Germany,115525,2,7,14,High,Gold,86.5
36072,58,Male,Canada,85098,6,8,20,Medium,Gold,100.0
36073,41,Female,France,79965,6,5,18,High,Silver,96.93
36074,56,Female,Germany,53134,10,5,6,Low,Gold,100.0
36075,33,Female,Germany,70456,1,1,4,High,Gold,33.18
36076,49,Male,Germany,40794,10,8,1,Medium,Silver,100.0
36077,33,Female,USA,95026,3,9,3,Medium,Gold,78.57
36078,30,Male,Canada,77176,9,1,18,Medium,Silver,99.29
36079,59,Male,Germany,31218,4,4,1,High,Bronze,83.39
36080,49,Female,UK,100129,8,9,14,High,Silver,100.0
36081,67,Male,Canada,31219,5,2,3,Medium,Silver,62.55
36082,58,Male,Canada,94005,3,9,19,Medium,Bronze,100.0
36083,61,Female,Germany,93208,2,6,7,Medium,Gold,79.86
36084,41,Female,UK,65147,6,4,17,Medium,Silver,85.65
36085,30,Female,Canada,41617,1,4,1,High,Gold,44.17
36086,28,Male,France,75768,8,1,15,Low,Bronze,90.67
36087,32,Male,UK,81448,10,2,1,Low,Gold,93.1
36088,27,Male,Canada,118091,5,8,15,High,Gold,100.0
36089,59,Female,Canada,62553,3,8,19,Medium,Gold,100.0
36090,58,Male,UK,113159,2,6,16,High,Silver,89.98
36091,20,Female,USA,53019,9,8,13,Medium,Bronze,100.0
36092,33,Female,UK,71365,4,5,13,Medium,Bronze,71.86
36093,61,Male,France,109037,6,8,20,Low,Gold,100.0
36094,34,Male,USA,48916,10,8,10,Medium,Gold,100.0
36095,42,Male,Germany,36554,6,4,18,Medium,Bronze,71.44
36096,47,Female,USA,77259,1,4,17,High,Silver,62.41
36097,64,Male,France,105110,10,1,7,High,Bronze,100.0
36098,52,Female,France,67009,4,1,1,Medium,Silver,64.9
36099,54,Male,France,68773,5,3,19,Low,Bronze,92.74
36100,30,Female,Canada,42677,2,4,14,High,Gold,60.65
36101,41,Male,USA,103499,6,7,13,High,Bronze,100.0
36102,55,Male,France,30338,1,6,8,Medium,Gold,61.41
36103,43,Female,USA,49089,4,7,7,Low,Silver,96.43
36104,26,Male,USA,62079,6,10,2,High,Bronze,100.0
36105,36,Male,Germany,31117,8,1,20,Low,Bronze,80.94
36106,45,Female,Germany,66467,6,10,11,Medium,Bronze,100.0
36107,24,Male,Germany,118272,10,4,3,High,Gold,100.0
36108,62,Male,Canada,53563,7,6,10,Low,Silver,95.79
36109,39,Female,Canada,113402,3,7,11,High,Gold,96.71
36110,47,Male,Germany,100886,1,9,7,High,Bronze,92.02
36111,54,Male,France,59151,9,6,10,Medium,Gold,100.0
36112,33,Female,UK,44024,9,7,5,Medium,Bronze,91.74
36113,53,Male,Canada,81594,3,10,13,High,Bronze,100.0
36114,22,Male,UK,102078,2,1,15,Low,Bronze,45.18
36115,46,Female,Canada,112654,10,5,20,Medium,Silver,100.0
36116,69,Male,USA,107714,3,1,6,Medium,Gold,56.47
36117,68,Male,France,31980,6,9,18,High,Gold,90.27
36118,40,Male,Canada,116851,1,7,4,High,Silver,71.35
36119,23,Female,USA,83714,10,9,4,High,Gold,100.0
36120,53,Male,France,113658,3,6,18,Low,Gold,76.76
36121,50,Male,Canada,65307,4,7,12,Low,Silver,100.0
36122,66,Female,France,97517,6,8,19,High,Gold,100.0
36123,58,Female,Canada,75154,10,10,12,High,Silver,100.0
36124,33,Male,Germany,63475,9,3,14,High,Gold,94.51
36125,51,Male,Canada,104577,4,5,17,High,Silver,100.0
36126,60,Female,Canada,48510,8,4,14,High,Bronze,100.0
36127,43,Female,USA,48422,8,2,1,Medium,Silver,88.85
36128,54,Female,Germany,44709,7,4,6,Medium,Bronze,72.54
36129,30,Male,UK,51749,9,10,5,Low,Silver,100.0
36130,69,Female,France,77999,4,8,9,Medium,Bronze,100.0
36131,34,Male,UK,91842,2,5,5,High,Gold,69.99
36132,49,Male,UK,113704,7,5,17,Low,Bronze,100.0
36133,49,Male,Germany,30478,4,4,20,Low,Silver,61.23
36134,45,Female,Germany,111082,5,6,6,High,Gold,87.67
36135,46,Female,Germany,98945,2,6,12,Low,Gold,73.76
36136,42,Female,USA,104191,9,4,2,High,Silver,100.0
36137,64,Female,USA,40074,10,9,7,Low,Silver,100.0
36138,39,Male,France,95488,1,5,18,High,Bronze,66.68
36139,44,Male,Germany,72739,4,3,15,High,Silver,79.46
36140,61,Female,UK,114118,5,5,5,Medium,Bronze,85.75
36141,55,Male,France,59417,4,9,8,Low,Silver,93.44
36142,37,Female,USA,30974,6,8,20,High,Gold,100.0
36143,62,Male,Canada,52022,2,8,14,Low,Bronze,78.51
36144,67,Male,Canada,77149,6,3,11,Low,Bronze,100.0
36145,41,Female,France,98440,8,4,3,High,Bronze,100.0
36146,64,Male,USA,39389,10,2,13,High,Bronze,89.92
36147,64,Male,France,60680,4,8,7,Medium,Bronze,81.41
36148,25,Male,USA,109518,8,2,1,Medium,Silver,92.18
36149,68,Female,Germany,63357,8,7,14,Medium,Silver,100.0
36150,31,Male,Canada,71080,8,10,16,High,Bronze,100.0
36151,56,Male,UK,40867,2,6,11,High,Gold,79.02
36152,31,Male,Germany,39280,8,1,8,Medium,Bronze,65.17
36153,22,Female,UK,66636,5,4,20,Low,Gold,73.51
36154,64,Male,France,38132,4,4,20,High,Gold,63.19
36155,38,Female,Canada,32258,7,3,7,Low,Gold,50.13
36156,32,Female,UK,74501,10,8,7,High,Silver,100.0
36157,53,Male,France,51221,6,10,18,High,Gold,100.0
36158,50,Male,USA,55964,5,9,20,Low,Silver,100.0
36159,34,Male,Germany,52863,5,3,15,High,Bronze,62.09
36160,37,Male,USA,109963,8,9,18,Medium,Gold,100.0
